customer_id,rooftop,brand,opportunity_type,best_channel,priority_score,predicted_book_rate,estimated_gross,owner,recommended_next_step
CUST0040,Chrysler Dodge Jeep Ram,Dodge,Hunter alignment finding,Advisor video + SMS,54.2,0.392,357,Service,Send alignment finding video and tire offer
CUST0454,Ford,Ford,State inspection due,Email + SMS,54.2,0.353,427,Service,Trigger inspection reminder with online scheduler
CUST0045,Ford,Commercial,Service lapse 12+ months,Email + SMS,54.1,0.249,408,Service,Run win-back offer with advisor call list
CUST0421,Ford,Commercial,Service lapse 12+ months,Phone follow-up,53.9,0.247,306,Service,Run win-back offer with advisor call list
CUST0206,Chrysler Dodge Jeep Ram,Commercial,Recall due,Phone follow-up,53.8,0.395,367,Service,Send safety recall booking sequence
CUST0012,Chrysler Dodge Jeep Ram,Ram,Declined work recovery,Phone follow-up,53.5,0.29,546,Service,Send deferred maintenance estimate recap
CUST0176,Ford,Commercial,State inspection due,Phone follow-up,53.5,0.332,451,Service,Trigger inspection reminder with online scheduler
CUST0467,Ford,Commercial,Commercial fleet service,Email + SMS,53.5,0.261,736,Commercial,Assign fleet service cadence outreach
CUST0219,Ford,Ford,Declined work recovery,Phone + Email,53.2,0.354,444,Service,Send deferred maintenance estimate recap
CUST0011,Chrysler Dodge Jeep Ram,Dodge,Hunter alignment finding,Advisor video + SMS,53.1,0.395,243,Service,Send alignment finding video and tire offer
CUST0260,Ford,Commercial,Recall due,Phone follow-up,53.0,0.371,498,Service,Send safety recall booking sequence
CUST0224,Ford,Ford,Declined work recovery,Email + SMS,52.9,0.345,546,Service,Send deferred maintenance estimate recap
CUST0021,Chrysler Dodge Jeep Ram,Ram,Commercial fleet service,Email + SMS,52.8,0.346,650,Commercial,Assign fleet service cadence outreach
CUST0416,Ford,Commercial,State inspection due,Email + SMS,52.6,0.361,403,Service,Trigger inspection reminder with online scheduler
CUST0197,Chrysler Dodge Jeep Ram,Ram,State inspection due,Phone follow-up,52.5,0.313,498,Service,Trigger inspection reminder with online scheduler
CUST0208,Ford,Ford,Service lapse 12+ months,Email + SMS,52.4,0.281,326,Service,Run win-back offer with advisor call list
CUST0211,Ford,Ford,Service lapse 12+ months,Phone follow-up,52.3,0.242,367,Service,Run win-back offer with advisor call list
CUST0456,Ford,Commercial,State inspection due,Email + SMS,52.3,0.334,427,Service,Trigger inspection reminder with online scheduler
CUST0016,Chrysler Dodge Jeep Ram,Chrysler,Hunter alignment finding,Advisor video + SMS,52.1,0.397,324,Service,Send alignment finding video and tire offer
CUST0442,Ford,Commercial,Hunter alignment finding,Advisor video + SMS,52.0,0.396,227,Service,Send alignment finding video and tire offer
CUST0447,Chrysler Dodge Jeep Ram,Dodge,Hunter alignment finding,Advisor video + SMS,52.0,0.332,276,Service,Send alignment finding video and tire offer
CUST0360,Ford,Ford,Hunter alignment finding,Advisor video + SMS,51.9,0.364,308,Service,Send alignment finding video and tire offer
CUST0012,Chrysler Dodge Jeep Ram,Ram,State inspection due,Phone follow-up,51.8,0.31,380,Service,Trigger inspection reminder with online scheduler
CUST0323,Chrysler Dodge Jeep Ram,Ram,Declined work recovery,Email + SMS,51.7,0.37,444,Service,Send deferred maintenance estimate recap
CUST0158,Chrysler Dodge Jeep Ram,Jeep,State inspection due,Email + SMS,51.6,0.325,451,Service,Trigger inspection reminder with online scheduler
CUST0190,Chrysler Dodge Jeep Ram,Ram,State inspection due,Email + SMS,51.6,0.326,451,Service,Trigger inspection reminder with online scheduler
CUST0432,Ford,Ford,Declined work recovery,Email + SMS,51.4,0.319,649,Service,Send deferred maintenance estimate recap
CUST0359,Chrysler Dodge Jeep Ram,Dodge,State inspection due,Email + SMS,51.3,0.335,451,Service,Trigger inspection reminder with online scheduler
CUST0269,Chrysler Dodge Jeep Ram,Commercial,State inspection due,Email + SMS,51.1,0.327,380,Service,Trigger inspection reminder with online scheduler
CUST0381,Chrysler Dodge Jeep Ram,Ram,Service lapse 12+ months,Email + SMS,51.1,0.214,387,Service,Run win-back offer with advisor call list
CUST0146,Chrysler Dodge Jeep Ram,Chrysler,Recall due,Phone follow-up,51.0,0.411,341,Service,Send safety recall booking sequence
CUST0449,Chrysler Dodge Jeep Ram,Ram,Commercial fleet service,Phone + Email,51.0,0.31,693,Commercial,Assign fleet service cadence outreach
CUST0164,Ford,Ford,State inspection due,Email + SMS,50.9,0.33,427,Service,Trigger inspection reminder with online scheduler
CUST0471,Ford,Ford,Service lapse 12+ months,Email + SMS,50.9,0.271,367,Service,Run win-back offer with advisor call list
CUST0463,Chrysler Dodge Jeep Ram,Ram,Service lapse 12+ months,Phone + Email,50.5,0.271,306,Service,Run win-back offer with advisor call list
CUST0233,Chrysler Dodge Jeep Ram,Chrysler,Hunter alignment finding,Advisor video + SMS,50.4,0.367,243,Service,Send alignment finding video and tire offer
CUST0024,Chrysler Dodge Jeep Ram,Commercial,Recall due,Email + SMS,50.3,0.41,341,Service,Send safety recall booking sequence
CUST0290,Chrysler Dodge Jeep Ram,Jeep,Service lapse 12+ months,Email + SMS,50.3,0.24,265,Service,Run win-back offer with advisor call list
CUST0178,Ford,Ford,Declined work recovery,Email + SMS,50.1,0.33,444,Service,Send deferred maintenance estimate recap
CUST0439,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Email + SMS,50.0,0.23,387,Service,Run win-back offer with advisor call list
CUST0461,Ford,Ford,Service lapse 12+ months,Email + SMS,49.9,0.255,408,Service,Run win-back offer with advisor call list
CUST0301,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Email + SMS,49.7,0.237,387,Service,Run win-back offer with advisor call list
CUST0368,Chrysler Dodge Jeep Ram,Dodge,Service lapse 12+ months,Phone + Email,49.5,0.28,285,Service,Run win-back offer with advisor call list
CUST0202,Chrysler Dodge Jeep Ram,Jeep,State inspection due,Email + SMS,49.4,0.357,522,Service,Trigger inspection reminder with online scheduler
CUST0400,Chrysler Dodge Jeep Ram,Jeep,State inspection due,Email + SMS,49.3,0.318,380,Service,Trigger inspection reminder with online scheduler
CUST0098,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Email + SMS,49.2,0.26,367,Service,Run win-back offer with advisor call list
CUST0135,Ford,Ford,Declined work recovery,Email + SMS,49.1,0.342,478,Service,Send deferred maintenance estimate recap
CUST0415,Chrysler Dodge Jeep Ram,Jeep,Declined work recovery,Email + SMS,49.0,0.339,444,Service,Send deferred maintenance estimate recap
CUST0473,Ford,Ford,Declined work recovery,Email + SMS,48.8,0.315,478,Service,Send deferred maintenance estimate recap
CUST0251,Chrysler Dodge Jeep Ram,Commercial,Declined work recovery,Email + SMS,48.6,0.35,478,Service,Send deferred maintenance estimate recap
CUST0447,Chrysler Dodge Jeep Ram,Dodge,Service lapse 12+ months,Email + SMS,48.6,0.232,347,Service,Run win-back offer with advisor call list
CUST0180,Chrysler Dodge Jeep Ram,Jeep,Service lapse 12+ months,Email + SMS,48.2,0.27,347,Service,Run win-back offer with advisor call list
CUST0331,Chrysler Dodge Jeep Ram,Dodge,Hunter alignment finding,Advisor video + SMS,48.0,0.394,243,Service,Send alignment finding video and tire offer
CUST0146,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Phone follow-up,47.3,0.341,308,Service,Trigger inspection reminder with online scheduler
CUST0349,Ford,Commercial,Declined work recovery,Email + SMS,47.3,0.325,444,Service,Send deferred maintenance estimate recap
CUST0129,Chrysler Dodge Jeep Ram,Dodge,Service lapse 12+ months,Email + SMS,47.2,0.243,408,Service,Run win-back offer with advisor call list
CUST0336,Ford,Commercial,Declined work recovery,Email + SMS,47.2,0.316,444,Service,Send deferred maintenance estimate recap
CUST0473,Ford,Ford,Hunter alignment finding,Advisor video + SMS,47.2,0.365,227,Service,Send alignment finding video and tire offer
CUST0155,Chrysler Dodge Jeep Ram,Dodge,Service lapse 12+ months,Email + SMS,47.1,0.23,347,Service,Run win-back offer with advisor call list
CUST0227,Ford,Commercial,Service lapse 12+ months,Email + SMS,47.1,0.225,428,Service,Run win-back offer with advisor call list
CUST0328,Chrysler Dodge Jeep Ram,Chrysler,Service lapse 12+ months,Email + SMS,47.1,0.252,367,Service,Run win-back offer with advisor call list
CUST0200,Ford,Ford,Declined work recovery,Email + SMS,46.9,0.323,546,Service,Send deferred maintenance estimate recap
CUST0002,Ford,Ford,Declined work recovery,Email + SMS,46.7,0.326,478,Service,Send deferred maintenance estimate recap
CUST0205,Chrysler Dodge Jeep Ram,Dodge,Commercial fleet service,Phone follow-up,46.7,0.296,736,Commercial,Assign fleet service cadence outreach
CUST0150,Chrysler Dodge Jeep Ram,Dodge,Service lapse 12+ months,Email + SMS,46.4,0.26,306,Service,Run win-back offer with advisor call list
CUST0142,Ford,Commercial,Service lapse 12+ months,Phone follow-up,46.2,0.238,367,Service,Run win-back offer with advisor call list
CUST0349,Ford,Commercial,State inspection due,Email + SMS,46.1,0.345,308,Service,Trigger inspection reminder with online scheduler
CUST0336,Ford,Commercial,State inspection due,Email + SMS,46.0,0.336,308,Service,Trigger inspection reminder with online scheduler
CUST0387,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Email + SMS,46.0,0.373,451,Service,Trigger inspection reminder with online scheduler
CUST0336,Ford,Commercial,Hunter alignment finding,Advisor video + SMS,45.9,0.366,211,Service,Send alignment finding video and tire offer
CUST0455,Ford,Ford,Hunter alignment finding,Advisor video + SMS,45.8,0.381,227,Service,Send alignment finding video and tire offer
CUST0066,Ford,Ford,Hunter alignment finding,Advisor video + SMS,45.7,0.365,276,Service,Send alignment finding video and tire offer
CUST0084,Ford,Commercial,State inspection due,Email + SMS,45.6,0.336,308,Service,Trigger inspection reminder with online scheduler
CUST0186,Chrysler Dodge Jeep Ram,Dodge,State inspection due,Email + SMS,45.5,0.346,403,Service,Trigger inspection reminder with online scheduler
CUST0183,Ford,Commercial,Service lapse 12+ months,Phone + Email,45.3,0.254,285,Service,Run win-back offer with advisor call list
CUST0378,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Phone follow-up,44.9,0.332,380,Service,Trigger inspection reminder with online scheduler
CUST0223,Ford,Ford,Service lapse 12+ months,Email + SMS,44.6,0.25,347,Service,Run win-back offer with advisor call list
CUST0259,Ford,Ford,State inspection due,Email + SMS,44.3,0.356,474,Service,Trigger inspection reminder with online scheduler
CUST0073,Chrysler Dodge Jeep Ram,Commercial,Hunter alignment finding,Advisor video + SMS,44.2,0.398,211,Service,Send alignment finding video and tire offer
CUST0385,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Phone follow-up,44.1,0.314,403,Service,Trigger inspection reminder with online scheduler
CUST0257,Ford,Commercial,Service lapse 12+ months,Email + SMS,44.0,0.251,347,Service,Run win-back offer with advisor call list
CUST0327,Ford,Ford,Commercial fleet service,Phone follow-up,43.6,0.304,650,Commercial,Assign fleet service cadence outreach
CUST0480,Ford,Ford,Hunter alignment finding,Advisor video + SMS,43.5,0.37,211,Service,Send alignment finding video and tire offer
CUST0031,Chrysler Dodge Jeep Ram,Dodge,Service lapse 12+ months,Email + SMS,43.2,0.25,326,Service,Run win-back offer with advisor call list
CUST0060,Chrysler Dodge Jeep Ram,Jeep,Service lapse 12+ months,Email + SMS,43.0,0.251,265,Service,Run win-back offer with advisor call list
CUST0169,Ford,Commercial,State inspection due,Email + SMS,43.0,0.296,308,Service,Trigger inspection reminder with online scheduler
CUST0409,Ford,Ford,State inspection due,Email + SMS,43.0,0.322,308,Service,Trigger inspection reminder with online scheduler
CUST0124,Ford,Commercial,Service lapse 12+ months,Phone + Email,42.9,0.264,265,Service,Run win-back offer with advisor call list
CUST0244,Chrysler Dodge Jeep Ram,Chrysler,Service lapse 12+ months,Email + SMS,42.9,0.265,265,Service,Run win-back offer with advisor call list
CUST0179,Ford,Commercial,Service lapse 12+ months,Email + SMS,42.7,0.237,347,Service,Run win-back offer with advisor call list
CUST0235,Ford,Ford,Service lapse 12+ months,Email + SMS,42.7,0.249,265,Service,Run win-back offer with advisor call list
CUST0418,Ford,Commercial,Service lapse 12+ months,Email + SMS,42.7,0.247,347,Service,Run win-back offer with advisor call list
CUST0344,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Email + SMS,42.6,0.246,347,Service,Run win-back offer with advisor call list
CUST0091,Ford,Commercial,State inspection due,Phone follow-up,42.2,0.342,380,Service,Trigger inspection reminder with online scheduler
CUST0010,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Phone + Email,42.1,0.339,308,Service,Trigger inspection reminder with online scheduler
CUST0132,Ford,Ford,Hunter alignment finding,Advisor video + SMS,42.1,0.374,243,Service,Send alignment finding video and tire offer
CUST0010,Chrysler Dodge Jeep Ram,Chrysler,Hunter alignment finding,Advisor video + SMS,42.0,0.369,211,Service,Send alignment finding video and tire offer
CUST0104,Chrysler Dodge Jeep Ram,Ram,State inspection due,Phone follow-up,41.9,0.315,308,Service,Trigger inspection reminder with online scheduler
CUST0042,Ford,Commercial,State inspection due,Phone follow-up,40.8,0.317,308,Service,Trigger inspection reminder with online scheduler
CUST0341,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Phone follow-up,40.8,0.248,285,Service,Run win-back offer with advisor call list
CUST0451,Chrysler Dodge Jeep Ram,Ram,Service lapse 12+ months,Phone follow-up,40.3,0.21,387,Service,Run win-back offer with advisor call list
CUST0168,Chrysler Dodge Jeep Ram,Ram,State inspection due,Email + SMS,40.2,0.328,451,Service,Trigger inspection reminder with online scheduler
CUST0222,Ford,Ford,State inspection due,Phone follow-up,40.2,0.262,356,Service,Trigger inspection reminder with online scheduler
CUST0064,Ford,Ford,State inspection due,Email + SMS,40.0,0.338,451,Service,Trigger inspection reminder with online scheduler
CUST0057,Chrysler Dodge Jeep Ram,Chrysler,State inspection due,Email + SMS,39.3,0.353,332,Service,Trigger inspection reminder with online scheduler
CUST0313,Chrysler Dodge Jeep Ram,Commercial,Service lapse 12+ months,Email + SMS,39.3,0.216,326,Service,Run win-back offer with advisor call list
CUST0169,Ford,Commercial,Service lapse 12+ months,Email + SMS,39.1,0.226,265,Service,Run win-back offer with advisor call list
CUST0038,Chrysler Dodge Jeep Ram,Ram,Service lapse 12+ months,Phone follow-up,38.2,0.246,265,Service,Run win-back offer with advisor call list
CUST0144,Chrysler Dodge Jeep Ram,Dodge,State inspection due,Phone follow-up,37.9,0.322,380,Service,Trigger inspection reminder with online scheduler
CUST0325,Chrysler Dodge Jeep Ram,Dodge,Declined work recovery,Phone follow-up,37.8,0.297,444,Service,Send deferred maintenance estimate recap
CUST0222,Ford,Ford,Service lapse 12+ months,Phone follow-up,36.3,0.192,306,Service,Run win-back offer with advisor call list
CUST0334,Chrysler Dodge Jeep Ram,Commercial,State inspection due,Email + SMS,34.1,0.327,380,Service,Trigger inspection reminder with online scheduler
CUST0361,Ford,Commercial,State inspection due,Phone follow-up,33.4,0.335,356,Service,Trigger inspection reminder with online scheduler
CUST0027,Chrysler Dodge Jeep Ram,Dodge,Service lapse 12+ months,Email + SMS,33.1,0.202,265,Service,Run win-back offer with advisor call list
